row ID;row m/z;row retention time;name;row identity (main ID);row identity (all IDs);row identity (main ID + details);identity;row number of detected peaks;average;CRE/WT;WT/Tert;CRE/Tert;t test;Tert G1;Tert G2;Tert G3;Tert G4;Tert G5;Tert G6;Tert G7;Tert G8;WT G1;WT G2;WT G3;WT G4;WT G5;WT G6;WT G7;WT G8;CRE G1;CRE G2;CRE G3;CRE G4;CRE G5;CRE G6;CRE G7;CRE G8;CRE G9
750;385,1699036;12,28758408;NEGmz385.17rt12.29;Porson;Porson_Isogingerenone B_Gingerenone B;ID: HMDB0030810_Name: Porson_Molecular formula: C22H26O6_Identification method: HMDB All metabolites - M-H.txt;HMDB0030810;25;2,31E+06;0,828;0,642;0,531;0,009;4546476,5;3912540;4006150;4006616;1623261,125;3848746,25;1791392;2070705,125;1142607;2166967;2296811;1029354,063;3191251;991089,3125;3702193,25;2044194,375;1879780,125;3163908,25;1074666,125;3173197,5;1042812,25;1675853,25;1255170,375;907543,625;1248110
2125;529,388136;20,66422531;POSmz529.388rt20.66;Tsugaric acid B;Tsugaric acid B;ID: HMDB0031962_Name: Tsugaric acid B_Molecular formula: C33H52O5_Identification method: HMDB All metabolites - M+H.txt;HMDB0031962;9;5,24E+05;1,443;0,166;0,239;0,009;2058681;1748154,5;1672537,875;1368677,125;66326,95313;1043766,688;1121050,75;40696,16797;49443,09766;51758,69531;66329,90625;66348,38281;63960,66797;73779,19531;1070624,875;70828,80469;1010525,75;976988,75;59930,08203;54477,11719;62002,80859;63903,20703;66805,88281;83591,61719;78781,15625
21;137,0460184;8,664639019;POSmz137.046rt8.66;Hypoxanthine;Hypoxanthine_Erythronic acid_Threonic acid_Allopurinol_1-Pentanesulfenothioic acid_Ethyl propyl disulfide_Ethyl isopropyl disulfide_L-threonic Acid;ID: HMDB0000157_Name: Hypoxanthine_Molecular formula: C5H4N4O_Identification method: HMDB All metabolites - M+H.txt;HMDB0000157;25;1,96E+08;1,119;0,586;0,656;0,009;2,89E+08;2,12E+08;2,20E+08;2,79E+08;4,29E+08;2,91E+08;2,28E+08;1,63E+08;1,90E+08;1,49E+08;8,27E+07;1,78E+08;1,43E+08;6,63E+07;2,41E+08;1,88E+08;1,27E+08;9,91E+07;1,83E+08;1,93E+08;1,46E+08;1,99E+08;2,12E+08;1,89E+08;2,11E+08
4378;396,2217285;17,0743464;NEGmz396.222rt17.07;Drotaverine;Drotaverine;ID: HMDB0015669_Name: Drotaverine_Molecular formula: C24H31NO4_Identification method: HMDB All metabolites - M-H.txt;HMDB0015669;25;3,36E+05;0,836;0,645;0,539;0,009;483947,75;659531,375;567513,125;620652,875;309117,3438;512378,7813;433951,5;144401,5469;178819,7813;263073,2188;299433;164918,0781;493751,5;100715,0938;453376,8125;452869,75;399842,5625;491807,125;216908,6719;283821,1563;141179,8125;218402,2188;106608,8125;190840,1563;213829,1406
25427;522,3587634;19,38304658;POSmz522.359rt19.38;LysoPC(18:1(9Z));LysoPC(18:1(9Z))_LysoPC(18:1(11Z))_2-oleoyl-sn-glycero-3-phosphocholine;ID: HMDB0002815_Name: LysoPC(18:1(9Z))_Molecular formula: C26H52NO7P_Identification method: HMDB All metabolites - M+H.txt;HMDB0002815;18;3,86E+07;0,798;3,758;3,000;0,009;1,04E+07;1,52E+07;8553996;3744263,5;3,45E+07;4859884;1,13E+07;3,00E+07;5,37E+07;9,63E+07;5,57E+07;6,47E+07;4,15E+07;5,33E+07;3529379,5;7,68E+07;4284138;9492522;3,28E+07;6,42E+07;3,86E+07;5,77E+07;8,24E+07;5,82E+07;5,25E+07
84;525,2833203;17,69672848;NEGmz525.283rt17.7;Desmosine;Desmosine_Isodesmosine;ID: HMDB0000572_Name: Desmosine_Molecular formula: C24H40N5O8_Identification method: HMDB All metabolites - M-H.txt;HMDB0000572;25;3,23E+07;0,832;0,739;0,615;0,009;5,13E+07;6,21E+07;4,83E+07;4,53E+07;4,94E+07;3,09E+07;3,07E+07;1,41E+07;3,17E+07;2,96E+07;3,71E+07;2,99E+07;2,94E+07;2,36E+07;3,45E+07;2,96E+07;2,48E+07;3,10E+07;1,82E+07;2,67E+07;1,77E+07;2,73E+07;2,91E+07;2,62E+07;2,88E+07
2237;311,092179;12,54241144;NEGmz311.092rt12.54;Cabreuvin;Cabreuvin_4',5,7-Trimethoxyflavone_(±)-Dulciol E_3',4',5'-Trimethoxyflavone_5-Hydroxy-4',7-dimethoxy-6-methylflavone_3',5,6-Trimethoxyflavone_2',5,6-Trimethoxyflavone_1,4,5-Trihydroxy-3-prenylxanthone;ID: HMDB0030679_Name: Cabreuvin_Molecular formula: C18H16O5_Identification method: HMDB All metabolites - M-H.txt;HMDB0030679;25;4,13E+05;1,062;0,466;0,495;0,009;1130994,875;803689,4375;648916;615218,4375;541008,25;630503,5625;472876,9063;260492,9688;309985,0938;397758,125;469627,125;179833,2188;325209,5313;152403,9844;358254,2188;185090,9844;405921,7813;661492,1875;554053,6875;323746,8125;167700,9688;186290,5156;134632,125;220955,0156;185847,2344
15199;716,5530396;20,03850618;POSmz716.553rt20.04;PC(14:0/P-18:1(11Z));PC(14:0/P-18:1(11Z))_PC(14:0/P-18:1(9Z))_PC(14:1(9Z)/P-18:0)_PC(16:1(9Z)/P-16:0)_PC(P-16:0/16:1(9Z))_PC(P-18:0/14:1(9Z))_PC(P-18:1(11Z)/14:0)_PC(P-18:1(9Z)/14:0)_PC(o-16:1(9Z)/16:1(9Z));ID: HMDB0007897_Name: PC(14:0/P-18:1(11Z))_Molecular formula: C40H78NO7P_Identification method: HMDB All metabolites - M+H.txt;HMDB0007897;13;1,03E+06;0,697;0,348;0,243;0,009;4344294;2328763,75;2925959,5;1580241,125;225519,5625;1658707,875;2584341;247769,0156;247560,9844;1093065,125;214928,0313;142660,4063;170030,25;142962,2656;2741303;781895,125;1651044,75;1327579,625;189618,4375;188808,875;166379,25;211713,4844;184341,4219;202284,3906;214843,0781
1929;121,0283228;10,68675644;NEGmz121.028rt10.69;Benzoic acid;Benzoic acid_4-Hydroxybenzaldehyde_3-(2-Furanyl)-2-propenal_2-Hydroxybenzaldehyde;ID: HMDB0001870_Name: Benzoic acid_Molecular formula: C7H6O2_Identification method: HMDB All metabolites - M-H.txt;HMDB0001870;25;1,21E+06;0,791;0,862;0,681;0,009;1383417,125;2072599,125;1717196,5;1402531,625;1626836,625;1547929,75;908586,5;856106,3125;1912128,5;1720643,875;2002992,25;800714,125;1015851,063;800386,3125;1005803,188;662331,375;1200094,125;1191422;1093483,875;1058408,125;969573,8125;928985,9375;1055592;744437,6875;581327,625
3949;251,2018283;19,64603197;NEGmz251.202rt19.65;7Z,10Z-Hexadecadienoic acid;7Z,10Z-Hexadecadienoic acid_Geranyl hexanoate_Linalyl hexanoate_(Z)-7-Hexadecen-1,16-olide_Isoambrettolide_D6-Ambrettolide_Geranyl 2-ethylbutyrate_Ethyl (Z,Z)-5,8-tetradecadienoate;ID: HMDB0000477_Name: 7Z,10Z-Hexadecadienoic acid_Molecular formula: C16H28O2_Identification method: HMDB All metabolites - M-H.txt;HMDB0000477;19;1,48E+05;1,079;0,233;0,251;0,009;553809,4375;71473,88281;485986,125;532328,5625;432952,6875;225833,4688;123669,4453;16833,33398;63725,78906;39636,45703;97696,17969;75801,52344;42289,72266;26528,67773;143079,1406;79762,03906;231791,375;70915,14063;76453,54688;92157,26563;44514,65625;31140,95313;53896,58984;40454,21875;48639,64844
41644;758,573407;20,11299618;POSmz758.573rt20.11;PC(14:0/20:2(11Z,14Z));PC(14:0/20:2(11Z,14Z))_PC(14:1(9Z)/20:1(11Z))_PC(16:0/18:2(9Z,12Z))_PC(16:1(9Z)/18:1(11Z))_PC(16:1(9Z)/18:1(9Z))_PC(18:1(11Z)/16:1(9Z))_PC(18:1(9Z)/16:1(9Z))_PC(18:2(9Z,12Z)/16:0)_PC(20:1(11Z)/14:1(9Z))_PC(20:2(11Z,14Z)/14:0)_PE(15:0/22:2(13Z,16Z))_PE(22:2(13Z,16Z)/15:0)_PE-NMe(18:1(9Z)/18:1(9Z));ID: HMDB0007880_Name: PC(14:0/20:2(11Z,14Z))_Molecular formula: C42H80NO8P_Identification method: HMDB All metabolites - M+H.txt;HMDB0007880;10;4,66E+07;0,891;3,102;2,763;0,009;857270,6875;919894,0625;5012146;1,96E+07;5,49E+07;2,42E+07;2,02E+07;3,59E+07;8,83E+07;4,57E+07;1,01E+08;6,24E+07;5,43E+07;7,15E+07;3,37E+07;4,44E+07;4,42E+07;2,11E+07;8,00E+07;6,33E+07;4,73E+07;3,11E+07;8,85E+07;2,68E+07;1,00E+08
11957;461,2921674;14,55123025;NEGmz461.292rt14.55;Lucidenic acid M;Lucidenic acid M;ID: HMDB0035973_Name: Lucidenic acid M_Molecular formula: C27H42O6_Identification method: HMDB All metabolites - M-H.txt;HMDB0035973;13;4,29E+05;0,994;0,276;0,275;0,009;189653;1107691,75;1250250,5;1362512,25;203176,7188;751077,3125;1693960;213807,75;85480,28906;776272,5;87052,84375;120727,8047;104130,3906;344803,4375;113513,5703;239603,8125;98928,78125;86999,71875;122083,4531;191879,3281;315408,125;317462,7813;56623,30859;407173,7188;496496,0313
38615;505,3144316;18,65464091;POSmz505.314rt18.65;Desglucocoroloside;Desglucocoroloside;ID: HMDB0033709_Name: Desglucocoroloside_Molecular formula: C29H44O7_Identification method: HMDB All metabolites - M+H.txt;HMDB0033709;9;2,39E+05;0,796;5,870;4,673;0,009;0;20591,51172;19967,63281;15303,45117;196228,7031;0;20806,54688;219107,4063;350576,2188;469060,625;273545,75;386026,2813;398300,625;444757,9063;19075,25391;546719,4375;0;19667,26367;156057,125;531073,1875;275268,1875;282679,0313;477601;435285,0625;408921,5
4210;285,0881595;9,399557226;POSmz285.088rt9.4;Cysteinyl-Tyrosine;Cysteinyl-Tyrosine_Tyrosyl-Cysteine_Phenytoin catechol_9-Hydroxybenzo[a]pyrene-4,5-oxide;ID: HMDB0028787_Name: Cysteinyl-Tyrosine_Molecular formula: C12H16N2O4S_Identification method: HMDB All metabolites - M+H.txt;HMDB0028787;18;5,77E+05;0,615;0,770;0,474;0,009;852120;489654,1875;301428,25;455986,625;837914,875;1420154,5;1154858,625;750923,375;347593,5938;993339,625;222164,1563;167011,1875;871558,875;260968,5313;1296747,375;664842,5;215195,0313;669741,6875;503296,7813;400241,6563;349764,5625;290627,6563;269647,5625;131631,0313;509738,1563
30155;452,1901881;8,994532746;POSmz452.19rt8.99;Doxazosin;Doxazosin;ID: HMDB0014728_Name: Doxazosin_Molecular formula: C23H25N5O5_Identification method: HMDB All metabolites - M+H.txt;HMDB0014728;4;1,04E+05;0,831;0,222;0,184;0,009;111765,2969;21727,24023;0;396724,0625;303256,1563;230913,2188;389154,6875;374017,125;0;0;0;136918,7188;0;0;82303;186128,625;0;0;164078;0;0;0;0;214652,0938;0
14099;250,0901849;11,68724325;NEGmz250.09rt11.69;Muramic acid;Muramic acid_N-(1-Deoxy-1-fructosyl)alanine_cycloguanil;ID: HMDB0003254_Name: Muramic acid_Molecular formula: C9H17NO7_Identification method: HMDB All metabolites - M-H.txt;HMDB0003254;13;1,82E+06;0,603;0,198;0,119;0,009;9350231;2705241,75;227532,0938;7376776;5061221,5;8325934,5;102211,7969;1021332,5;1328131,75;26634,08594;204653,875;735465,8125;2360586,5;423604,9688;233216,4844;1445898;645586,125;644467,9375;1349861,375;199939,4531;52618,35938;256970,1563;928821,9375;82163,64844;420566,5625
63;434,237641;17,32599533;NEGmz434.238rt17.33;Paxilline;Paxilline_14alpha-Hydroxy-4beta-deoxypaxilline;ID: HMDB0030323_Name: Paxilline_Molecular formula: C27H33NO4_Identification method: HMDB All metabolites - M-H.txt;HMDB0030323;23;4,29E+07;0,857;0,610;0,523;0,009;7,53E+07;9,39E+07;7,65E+07;5,57E+07;5,97E+07;5,96E+07;5,09E+07;1,59E+07;2,53E+07;3,34E+07;3,63E+07;2,58E+07;6,67E+07;1,11E+07;6,70E+07;3,17E+07;5,70E+07;5,89E+07;3,82E+07;3,17E+07;9360042;3,03E+07;1,76E+07;1,98E+07;2,39E+07
15265;485,1252045;19,06064243;POSmz485.125rt19.06;Diospyrin;Diospyrin;ID: HMDB0038867_Name: Diospyrin_Molecular formula: C21H24O13_Identification method: HMDB All metabolites - M+H.txt;HMDB0038867;7;6,97E+05;0,933;0,342;0,319;0,009;2358909;1729032,5;1955104,5;1444035,5;176617,5;1245298,5;1129689,875;204906,25;173102,6563;792133,6875;174896,9219;662590,125;135532,0781;147855,5469;1012680,313;402010,5;1072361,625;1013874,813;129852,2266;265487,3438;476404,0313;377920,5625;112045,0469;126775,3203;100251,0781
13000;197,0257263;17,20817933;NEGmz197.026rt17.21;3-Dechloroethylifosfamide;3-Dechloroethylifosfamide_2-Dechloroethylifosfamide_Dechloroethyl cyclophosphamide;ID: HMDB0013858_Name: 3-Dechloroethylifosfamide_Molecular formula: C5H12ClN2O2P_Identification method: HMDB All metabolites - M-H.txt;HMDB0013858;19;1,83E+05;0,961;0,376;0,361;0,009;0;416676,75;562981,5625;592575,125;252540,2656;373010,9688;186724,0156;189338,0938;91444,92188;117757,5156;178329,1719;74015,0625;154270,7813;109228,7031;109732,8906;132534,6406;72769,77344;148216,25;156160,5313;114575,9297;171109,5781;150987,0469;71581,05469;96516,95313;63898,65625
236;526,2952515;18,57546585;NEGmz526.295rt18.58;LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z));LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))_LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z))_LysoPE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)_LysoPE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0);ID: HMDB0011494_Name: LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))_Molecular formula: C27H46NO7P_Identification method: HMDB All metabolites - M-H.txt;HMDB0011494;25;7,88E+06;0,752;0,407;0,306;0,009;1,96E+07;3,13E+07;2,33E+07;1,19E+07;1,03E+07;5425007,5;7471855;3050746;5853785;5594246,5;6339619,5;5953639;6211689,5;3528573,75;6764505;5525449;4712526,5;5636270;3267173,25;4447520;2972870,75;4419974,5;4531933,5;3988768,5;4754140
54;112,9843811;1,419357908;NEGmz112.984rt1.42;Trifluoroacetic acid;Trifluoroacetic acid;ID: HMDB0014118_Name: Trifluoroacetic acid_Molecular formula: C2HF3O2_Identification method: HMDB All metabolites - M-H.txt;HMDB0014118;25;6,86E+07;1,038;0,817;0,848;0,009;8,95E+07;9,03E+07;7,54E+07;7,79E+07;7,87E+07;8,37E+07;6,14E+07;6,17E+07;5,80E+07;6,28E+07;7,26E+07;5,77E+07;6,32E+07;6,35E+07;6,19E+07;6,58E+07;6,38E+07;7,37E+07;6,14E+07;6,81E+07;6,03E+07;6,65E+07;6,47E+07;6,46E+07;6,70E+07
3013;307,1019641;11,74184934;NEGmz307.102rt11.74;Warfarin;Warfarin_Bisdemethoxycurcumin_Kanzonol U_Moracin D_Moracin E_Moracin G_(1S,2R,3S)-2,3-Dihydro-4-(4-hydroxyphenyl)-1H-phenalene-1,2,3-triol_Glyinflanin H;ID: HMDB0001935_Name: Warfarin_Molecular formula: C19H16O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0001935;20;3,07E+05;1,005;0,562;0,565;0,009;773747,125;450940;516503,1875;424897,9375;259112,9063;450675,125;282275,5;337862,5625;110374,4766;379794,9375;225841,25;196735,9844;273859;115619,4922;539939,3125;122049,6797;272293,6875;345511,125;100944,2266;386377,5938;300184,8125;181113,3281;275995,3438;128231,8516;229783,9063
6482;473,3390307;19,90157767;NEGmz473.339rt19.9;Dehydrocarpaine II;Dehydrocarpaine II;ID: HMDB0030273_Name: Dehydrocarpaine II_Molecular formula: C28H46N2O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0030273;14;1,24E+05;1,106;0,246;0,272;0,009;275734,1563;540852,8125;453521,0625;310358,0313;149802,5938;140050,1563;127133,5;0;44750,07422;37346,16406;64686,89844;34496,60156;107882,1953;0;131196,1719;71303,78906;111922,7188;112152,8281;49091,30469;81232,34375;46764,05859;72136,14063;32792,57422;43360,76563;62227,96484
2549;480,2114392;9,365473249;POSmz480.211rt9.37;Nicardipine;Nicardipine;ID: HMDB0014760_Name: Nicardipine_Molecular formula: C26H29N3O6_Identification method: HMDB All metabolites - M+H.txt;HMDB0014760;20;6,65E+05;1,706;0,220;0,376;0,009;1616257,625;615364,375;284060,1875;1639838,625;1319252,125;1517857,75;2529821;599051,25;168933,1563;299816,5938;162520,7188;194943,6719;279226,4688;147870,9531;464098,3125;512040,6563;742390,9375;280126,4063;973838,875;294999,875;194449,0156;386608,75;206345,0313;861953,1875;337257,9375
2468;451,3174695;22,63784586;NEGmz451.317rt22.64;Tyromycic acid;Tyromycic acid_3-Oxo-12,18-ursadien-28-oic acid;ID: HMDB0035888_Name: Tyromycic acid_Molecular formula: C30H44O3_Identification method: HMDB All metabolites - M-H.txt;HMDB0035888;19;2,58E+06;1,129;0,028;0,032;0,009;3665205,25;1,54E+07;1,28E+07;1,83E+07;9692569;298750,875;189029,2656;194557,4375;242037,5938;258609,4375;224894,8438;174645,3281;196521,5313;246031,0313;222828,7813;131296,6094;144494,7813;262566;162486,3281;210252,8594;338470,25;424082,1563;118555,7109;307939,0938;185895,2656
6158;531,4009448;22,02196836;POSmz531.401rt22.02;alpha-Tocopherol succinate;alpha-Tocopherol succinate;ID: HMDB0033685_Name: alpha-Tocopherol succinate_Molecular formula: C33H54O5_Identification method: HMDB All metabolites - M+H.txt;HMDB0033685;10;1,42E+05;0,867;0,312;0,271;0,009;529255,375;414271,2813;485972,25;255624,7656;45428,03125;207133,0313;217632,375;45394,54297;63680,98047;133925,3281;55170,28906;27364,11328;30330,58203;29219,94727;304969,6563;42533,07031;201517,5469;216302,3594;46868,39063;34102,63281;27792,54688;32891,32031;44679,75391;32488,86914;33585,47656
26459;724,5004517;21,13341548;NEGmz724.5rt21.13;PC(14:0/18:4(6Z,9Z,12Z,15Z));PC(14:0/18:4(6Z,9Z,12Z,15Z))_PC(14:1(9Z)/18:3(6Z,9Z,12Z))_PC(14:1(9Z)/18:3(9Z,12Z,15Z))_PC(18:3(6Z,9Z,12Z)/14:1(9Z))_PC(18:3(9Z,12Z,15Z)/14:1(9Z))_PC(18:4(6Z,9Z,12Z,15Z)/14:0)_PE(15:0/20:4(5Z,8Z,11Z,14Z))_PE(15:0/20:4(8Z,11Z,14Z,17Z))_PE(20:4(5Z,8Z,11Z,14Z)/15:0)_PE(20:4(8Z,11Z,14Z,17Z)/15:0);ID: HMDB0007877_Name: PC(14:0/18:4(6Z,9Z,12Z,15Z))_Molecular formula: C40H72NO8P_Identification method: HMDB All metabolites - M-H.txt;HMDB0007877;13;1,50E+05;1,425;1,740;2,479;0,010;96824,22656;53394,5625;102776,1094;48046,90625;44223,36719;24201,88867;174559,9688;135628,2344;95655,89844;132622,1875;253006,4219;121814,5703;144593,6719;128806,125;139422,7656;166399,7656;259602,4375;132236,7344;176503,1563;127030,7109;251297,2344;195231,5156;111108,7188;174872,8594;467343,4375
3273;150,0182434;23,47247465;POSmz150.018rt23.47;3-carboxy-2,3-dihydroxypropanoate;3-carboxy-2,3-dihydroxypropanoate;ID: HMDB0062642_Name: 3-carboxy-2,3-dihydroxypropanoate_Molecular formula: C4H5O6_Identification method: HMDB All metabolites - M+H.txt;HMDB0062642;11;3,63E+05;0,522;0,353;0,184;0,010;1174995,75;1216733,125;1154059,875;1059953,375;111031,8281;937850,6875;84900,82031;71158,10938;85025,10938;69337,65625;83156,92188;73705,9375;74533,79688;50474,82422;813267,125;803048,625;46082,82422;833688,1875;52249,89453;43238,94922;53875,04297;43720,46484;38641,67188;44696,14844;49258,44141
4232;283,1176392;15,50317235;POSmz283.118rt15.5;12-Hydroxynevirapine;12-Hydroxynevirapine_2-Hydroxynevirapine_8-Hydroxynevirapine_3-Hydroxynevirapine;ID: HMDB0013911_Name: 12-Hydroxynevirapine_Molecular formula: C15H14N4O2_Identification method: HMDB All metabolites - M+H.txt;HMDB0013911;25;9,54E+05;0,856;0,968;0,828;0,010;845851,125;1151549,125;957737,375;1093994,125;1032252,75;997452,9375;1070548,5;1072243,75;943066,5625;1036472,125;839941,125;1118916,125;941897,3125;1078171,625;1008729,375;990529,8125;672682,6875;721609,625;773003,8125;865598,5;956588,4375;764949,5;1143513,125;923696,6875;839527,8125
19465;744,0849744;9,049337408;NEGmz744.085rt9.05;NADPH;NADPH;ID: HMDB0000221_Name: NADPH_Molecular formula: C21H30N7O17P3_Identification method: HMDB All metabolites - M-H.txt;HMDB0000221;20;2,77E+05;0,875;3,149;2,756;0,010;15706,02051;32553,92773;115474,75;102028,4844;56125,39844;57523,23438;290558,9063;286460,9375;568069,9375;361903,1563;425519,2813;277377,5313;696270,25;217133,1406;329389,5313;136153,5156;354532,375;167246,3906;720632,875;211643,5;242854,5469;221784,4063;344989,2813;460651,5938;241288,5625
1460;217,0477917;1,602023468;NEGmz217.048rt1.6;Liqcoumarin;Liqcoumarin_8-Hydroxy-2-methoxy-6-methyl-1,4-naphthoquinone_4-Methylumbelliferyl acetate_Piperic acid;ID: HMDB0029518_Name: Liqcoumarin_Molecular formula: C12H10O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0029518;25;1,13E+06;1,141;0,610;0,695;0,010;2021949,125;1735776;1360710,625;1539852,875;1330354;1853556;1114427,5;823617,0625;1166179,125;954222,5625;1007658;831336;540095,9375;943539,3125;860037,5;878329,625;928096;1340594;569856,0625;968583,5;999283,75;1035738,438;1229694,375;1049724,125;1093764,5
103;284,0990039;8,672869764;POSmz284.099rt8.67;Guanosine;Guanosine_8-Hydroxy-deoxyguanosine;ID: HMDB0000133_Name: Guanosine_Molecular formula: C10H13N5O5_Identification method: HMDB All metabolites - M+H.txt;HMDB0000133;25;4,54E+07;1,207;0,537;0,648;0,010;7,31E+07;5,53E+07;4,83E+07;7,54E+07;9,77E+07;6,25E+07;5,03E+07;3,83E+07;3,93E+07;3,44E+07;1,66E+07;3,55E+07;3,40E+07;1,32E+07;5,39E+07;4,22E+07;2,85E+07;2,28E+07;4,02E+07;5,29E+07;2,99E+07;4,71E+07;5,48E+07;4,87E+07;4,05E+07
1289;432,2218317;16,81800928;NEGmz432.222rt16.82;Hericenone B;Hericenone B;ID: HMDB0036548_Name: Hericenone B_Molecular formula: C27H31NO4_Identification method: HMDB All metabolites - M-H.txt;HMDB0036548;25;1,27E+06;0,853;0,496;0,423;0,010;2356381,25;4160627,75;2709206,5;2010310,375;1201660,125;1532633,875;1482812,125;683708,75;895670,5625;1359333,25;1240549,375;667636,6875;1332189,875;340558,3125;1375457,375;798034,375;1485095,125;1653152;946364,375;754490,0625;316404,6563;912495,25;408293,1875;416316,1563;795332,4375
32;524,2799097;17,69553304;NEGmz524.28rt17.7;LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))_LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0);ID: HMDB0011496_Name: LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))_Molecular formula: C27H44NO7P_Identification method: HMDB All metabolites - M-H.txt;HMDB0011496;25;1,08E+08;0,848;0,732;0,621;0,010;1,74E+08;2,05E+08;1,63E+08;1,53E+08;1,62E+08;9,81E+07;1,03E+08;4,82E+07;1,03E+08;9,96E+07;1,20E+08;9,74E+07;9,82E+07;7,77E+07;1,14E+08;1,00E+08;8,30E+07;1,05E+08;6,10E+07;8,81E+07;5,91E+07;9,23E+07;9,66E+07;8,75E+07;1,00E+08
3175;253,0500702;1,735807584;NEGmz253.05rt1.74;Daidzein;Daidzein_5-L-Glutamyl-taurine_Chrysophanol_5,7-Dihydroxyisoflavone_Phomarin_(Z)-4',6-Dihydroxyaurone_5,7-Dihydroxyflavone;ID: HMDB0003312_Name: Daidzein_Molecular formula: C15H10O4_Identification method: HMDB All metabolites - M-H.txt;HMDB0003312;25;1,07E+06;1,042;1,401;1,460;0,010;725123,4375;1116816,375;736896,375;798123,5625;733480,4375;921038,3125;1041830,188;535721,125;1758839,125;1705251,25;1482447,625;841096,3125;766485,6875;886455,125;888893,9375;927119,0625;1166979,25;1556887,75;647027,0625;1484600,125;1523049,125;1325832,875;1012451,688;1294548,75;842469,3125
7053;699,4263049;20,41569341;POSmz699.426rt20.42;Cyclopassifloside I;Cyclopassifloside I_Cyclopassifloside IV_Cyclopassifloside X;ID: HMDB0035944_Name: Cyclopassifloside I_Molecular formula: C37H62O12_Identification method: HMDB All metabolites - M+H.txt;HMDB0035944;9;1,71E+05;1,255;0,249;0,312;0,010;432346,7813;616087,5625;400613,2813;409325,875;49300,46094;368937,75;344795,9688;46167,23047;46513,64844;60019,76953;39340,22656;43821,49219;24995,14063;29871,61914;379893,9375;39530,25391;318670,875;320964,875;47727,91016;20222,34375;41314,9375;68111,65625;33975,82813;25703,27344;60464,39063
10617;324,1224652;3,002589284;POSmz324.122rt3;(S)-Neolitsine;(S)-Neolitsine_Rutacridone epoxide_Gravacridonol_N-Methoxycarbonylanonaine;ID: HMDB0033358_Name: (S)-Neolitsine_Molecular formula: C19H17NO4_Identification method: HMDB All metabolites - M+H.txt;HMDB0033358;13;1,49E+05;1,148;0,551;0,632;0,010;222051,8438;174562,9531;296502,8125;188424,9688;172576,125;237044,2969;218116,9688;137174,9063;103821,7031;123404,7578;102541,7266;106117,2578;98847,53125;52985,73828;109629,5859;209596,2813;163409,8906;58380,84375;103401,0547;84676,09375;55414,32813;164625,5781;174590,125;151319,0156;215028,2813
26244;458,2608801;9,705796777;POSmz458.261rt9.71;10,11-Dihydro-12R-hydroxy-leukotriene E4;10,11-Dihydro-12R-hydroxy-leukotriene E4;ID: HMDB0012501_Name: 10,11-Dihydro-12R-hydroxy-leukotriene E4_Molecular formula: C23H39NO6S_Identification method: HMDB All metabolites - M+H.txt;HMDB0012501;15;2,76E+05;1,243;0,461;0,573;0,010;480439,0313;563693,4375;641582,9375;433665,5;249077,8594;305561,5;410070,5625;196922,9063;130958,3516;178138,9375;161570,0469;176483,5313;232427,6094;89061,17969;265791;277652,0625;305771,875;79125,60938;254285,6563;186974,625;130433,0859;252669;353447,6875;281446,0313;270497,25
676;371,1733392;12,89243748;NEGmz371.173rt12.89;Biocytin;Biocytin;ID: HMDB0003134_Name: Biocytin_Molecular formula: C16H28N4O4S_Identification method: HMDB All metabolites - M-H.txt;HMDB0003134;25;2,06E+06;0,827;0,615;0,509;0,010;5143851;3404258;1800096,25;4019717,75;2625608,5;2983440,75;2575365,75;967888,25;1248864,875;1301046,25;1756972;1355590,875;3590525,75;757327,125;3007700,5;1436300,375;2450524,5;2678644,5;1566001,75;1162753,5;795184,125;1727170,625;816653,6875;1171501,375;1087298,5
2159;292,0442535;7,699593028;POSmz292.044rt7.7;Parathion;Parathion;ID: HMDB0001355_Name: Parathion_Molecular formula: C10H14NO5PS_Identification method: HMDB All metabolites - M+H.txt;HMDB0001355;25;1,18E+06;0,824;0,696;0,574;0,010;2015673,875;1949409,25;2190877,25;1618267,25;1156351,875;1398508,625;1629628,75;629821,8125;1105904,125;1136999,375;1602002,5;838790,625;1393857;242509,3906;1521567,375;924298,9375;1413412;1720122,125;929534,6875;901202,0625;493220,625;852724,3125;443870,25;475323,0938;896756,1875
