GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	A4GT83	ar	GO:0030518	intracellular steroid hormone receptor signaling pathway	P
UniProtKB	A4GT83	ar	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A4GVF3	ar	GO:0030518	intracellular steroid hormone receptor signaling pathway	P
UniProtKB	A4GVF3	ar	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A4IFW7	ate1	GO:0004057	arginyltransferase activity	F
UniProtKB	A4IFW7	ate1	GO:0016598	protein arginylation	P
UniProtKB	A4IFW7	ate1	GO:0004057	arginyltransferase activity	F
UniProtKB	A4IFW7	ate1	GO:0004057	arginyltransferase activity	F
UniProtKB	A4IG30	ghra	GO:0060396	growth hormone receptor signaling pathway	P
UniProtKB	A4IG34	plin6	GO:0010890	positive regulation of sequestering of triglyceride	P
UniProtKB	A4IG43	ulk3	GO:1905037	autophagosome organization	P
UniProtKB	A4IG47	dnajc10	GO:0036498	IRE1-mediated unfolded protein response	P
UniProtKB	A4IG61	mief1	GO:0090141	positive regulation of mitochondrial fission	P
UniProtKB	A4IG61	mief1	GO:0090141	positive regulation of mitochondrial fission	P
UniProtKB	A4IG61	mief1	GO:0090141	positive regulation of mitochondrial fission	P
UniProtKB	A4IG82	rspry1	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A4IG83	zgc:103438	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A4IGE1	klhl42	GO:0042593	glucose homeostasis	P
UniProtKB	A4IGG9	dnajb12b	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A4JYE4	sema6dl	GO:0001755	neural crest cell migration	P
UniProtKB	A4JYE5	sema3fa	GO:0001755	neural crest cell migration	P
UniProtKB	A4JYE5	sema3fa	GO:0001755	neural crest cell migration	P
UniProtKB	A4JYE6	sema6dl	GO:0001755	neural crest cell migration	P
UniProtKB	A4JYF8	zgc:172122	GO:0150079	negative regulation of neuroinflammatory response	P
UniProtKB	A4JYJ7	sigirr	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	A4JYM5	sc:d189	GO:0150079	negative regulation of neuroinflammatory response	P
UniProtKB	A4JYS4	sema4c	GO:0001755	neural crest cell migration	P
UniProtKB	A4QN47	trpc4apa	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A4QN47	trpc4apa	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A4QN50	noc2l	GO:0035067	negative regulation of histone acetylation	P
UniProtKB	A4QN58	spsb4a	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A4QN75	pik3r1	GO:0008286	insulin receptor signaling pathway	P
UniProtKB	A4QNT9	stat5b	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	P
UniProtKB	A4QNU8	yme1l1b	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	P
UniProtKB	A4QNV0	ube2j2	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A4QNX5	ube2d4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A4QP00	gpat2	GO:0019432	triglyceride biosynthetic process	P
UniProtKB	A4QP10	ide	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A4QP49	lamp2	GO:0097352	autophagosome maturation	P
UniProtKB	A4QP49	lamp2	GO:0009267	cellular response to starvation	P
UniProtKB	A4QP49	lamp2	GO:0016236	macroautophagy	P
UniProtKB	A4QP94	cop1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A4VCH3	abhd16a	GO:0052651	monoacylglycerol catabolic process	P
UniProtKB	A5A8J7	ide	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A5D6U9	nrg2a	GO:0001755	neural crest cell migration	P
UniProtKB	A5D6V3	herc5.3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5D8R7	sdc4	GO:0036445	neuronal stem cell division	P
UniProtKB	A5GZY3	wnt9a	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A5GZY3	wnt9a	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A5PKS4	rragd	GO:0009267	cellular response to starvation	P
UniProtKB	A5PKS4	rragd	GO:0010506	regulation of autophagy	P
UniProtKB	A5PLA2	ulk1b	GO:0061709	reticulophagy	P
UniProtKB	A5PLA2	ulk1b	GO:0010508	positive regulation of autophagy	P
UniProtKB	A5PLA2	ulk1b	GO:0042594	response to starvation	P
UniProtKB	A5PLA2	ulk1b	GO:0000045	autophagosome assembly	P
UniProtKB	A5PLA4	sod3a	GO:0019430	removal of superoxide radicals	P
UniProtKB	A5PLA4	sod3a	GO:0004784	superoxide dismutase activity	F
UniProtKB	A5PLA4	sod3a	GO:0004784	superoxide dismutase activity	F
UniProtKB	A5PLA4	sod3a	GO:0006801	superoxide metabolic process	P
UniProtKB	A5PM99	xrcc3	GO:0090656	t-circle formation	P
UniProtKB	A5PM99	xrcc3	GO:0000722	telomere maintenance via recombination	P
UniProtKB	A5PMA4	pif1	GO:0000723	telomere maintenance	P
UniProtKB	A5PMC1	syvn1	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A5PMC2	gpr137	GO:1904263	positive regulation of TORC1 signaling	P
UniProtKB	A5PMH3	esr1	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A5PMH3	esr1	GO:0030284	nuclear estrogen receptor activity	F
UniProtKB	A5PMH3	esr1	GO:0043401	steroid hormone mediated signaling pathway	P
UniProtKB	A5PMI4	srd5a1	GO:0006702	androgen biosynthetic process	P
UniProtKB	A5PMK7	wdfy3	GO:0035973	aggrephagy	P
UniProtKB	A5PMP7	pdgfaa	GO:0001755	neural crest cell migration	P
UniProtKB	A5PMP7	pdgfaa	GO:0001755	neural crest cell migration	P
UniProtKB	A5PMP7	pdgfaa	GO:0001755	neural crest cell migration	P
UniProtKB	A5PMP7	pdgfaa	GO:0001755	neural crest cell migration	P
UniProtKB	A5PMR2	usp33	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5PMY5	stam	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	P
UniProtKB	A5PN09	usp20	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5PN49	rxrab	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A5PN49	rxrab	GO:0043401	steroid hormone mediated signaling pathway	P
UniProtKB	A5PN50	sik2a	GO:0042149	cellular response to glucose starvation	P
UniProtKB	A5WUG4	prkn	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5WUN6	notch1b	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A5WUQ7	apobb.2	GO:0006642	triglyceride mobilization	P
UniProtKB	A5WUT3	si:dkey-228a15.1	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A5WUT4	zgc:103438	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A5WUT8	epg5	GO:0097352	autophagosome maturation	P
UniProtKB	A5WUT8	epg5	GO:0061909	autophagosome-lysosome fusion	P
UniProtKB	A5WUX0	adarb1a	GO:0014032	neural crest cell development	P
UniProtKB	A5WUX1	adarb1a	GO:0014032	neural crest cell development	P
UniProtKB	A5WUY6	stpg1	GO:0044727	DNA demethylation of male pronucleus	P
UniProtKB	A5WVL3	wnt16	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A5WVL6	ctsla	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A5WVL7	ctsla	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A5WVL8	ctsla	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A5WVP6	mlycd	GO:0046321	positive regulation of fatty acid oxidation	P
UniProtKB	A5WW08	chfr	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5WW08	chfr	GO:0019941	modification-dependent protein catabolic process	P
UniProtKB	A5WW41	edn1	GO:0014033	neural crest cell differentiation	P
UniProtKB	A5WWA0	znrf3	GO:0072089	stem cell proliferation	P
UniProtKB	A5WWA0	znrf3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5WWB0	usp46	GO:0032228	regulation of synaptic transmission, GABAergic	P
UniProtKB	A5WWB0	usp46	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A5WWB9	dnajb9b	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A5WWD5	man1b1b	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A5WWD9	noxa1	GO:0042554	superoxide anion generation	P
UniProtKB	A5WWD9	noxa1	GO:0006801	superoxide metabolic process	P
UniProtKB	A5WYG8	nr1i2	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A5WYG8	nr1i2	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A5WYG8	nr1i2	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A5WYG8	nr1i2	GO:0043401	steroid hormone mediated signaling pathway	P
UniProtKB	A5WYG8	nr1i2	GO:0043401	steroid hormone mediated signaling pathway	P
UniProtKB	A5WYG8	nr1i2	GO:0043401	steroid hormone mediated signaling pathway	P
UniProtKB	A5XBP2	ehmt1b	GO:0006306	DNA methylation	P
UniProtKB	A5XBP3	ehmt1a	GO:0006306	DNA methylation	P
UniProtKB	A5XCD6	prdm16	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A5XCE6	prdm1a	GO:0014032	neural crest cell development	P
UniProtKB	A5XCE6	prdm1a	GO:0014033	neural crest cell differentiation	P
UniProtKB	A6H8I0	usp22	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A6H8Q5	gip	GO:0050796	regulation of insulin secretion	P
UniProtKB	A6H8Q5	gip	GO:0009749	response to glucose	P
UniProtKB	A6H8Q5	gip	GO:0042304	regulation of fatty acid biosynthetic process	P
UniProtKB	A6H8R3	casp2	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	A6H8R3	casp2	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	A6H8R3	casp2	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	A6H8T9	usp47	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A6H8U1	cdip1	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	P
UniProtKB	A6XMH7	pparab	GO:0045923	positive regulation of fatty acid metabolic process	P
UniProtKB	A6XMH7	pparab	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	A6XMH7	pparab	GO:0019216	regulation of lipid metabolic process	P
UniProtKB	A6XMH7	pparab	GO:0010887	negative regulation of cholesterol storage	P
UniProtKB	A6YIH7	nr3c2	GO:0030518	intracellular steroid hormone receptor signaling pathway	P
UniProtKB	A6YIH7	nr3c2	GO:0003707	nuclear steroid receptor activity	F
UniProtKB	A7E274	hectd1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7E274	hectd1	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A7E283	lig4	GO:0006303	double-strand break repair via nonhomologous end joining	P
UniProtKB	A7E283	lig4	GO:0006303	double-strand break repair via nonhomologous end joining	P
UniProtKB	A7E290	pcsk5b	GO:0016486	peptide hormone processing	P
UniProtKB	A7E291	chd7	GO:0001755	neural crest cell migration	P
UniProtKB	A7E291	chd7	GO:0001755	neural crest cell migration	P
UniProtKB	A7E2J2	znrf2a	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7E2L1	zgc:171927	GO:0000045	autophagosome assembly	P
UniProtKB	A7E2N7	zgc:91850	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A7E3K4	nox1	GO:0042554	superoxide anion generation	P
UniProtKB	A7E3K4	nox1	GO:0042554	superoxide anion generation	P
UniProtKB	A7E3M8	noxo1a	GO:0042554	superoxide anion generation	P
UniProtKB	A7E3N4	ncf2	GO:0042554	superoxide anion generation	P
UniProtKB	A7MBV1	lipea	GO:0019433	triglyceride catabolic process	P
UniProtKB	A7MBV1	lipea	GO:0019433	triglyceride catabolic process	P
UniProtKB	A7MBW6	sik2a	GO:0042149	cellular response to glucose starvation	P
UniProtKB	A7MBX4	zgc:171740	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7MBY3	rnf34b	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7MCA2	psma3	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	A7MCA2	psma3	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A7MCD6	prdx1	GO:0019430	removal of superoxide radicals	P
UniProtKB	A7MCI6	xbp1	GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	P
UniProtKB	A7MCJ1	si:rp71-45g20.4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A7MCM3	ctslb	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A7MCR6	im:6910535	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A7MCR7	ctslb	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A7MCR8	ctslb	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A7MD77	si:ch211-191i18.4	GO:0032099	negative regulation of appetite	P
UniProtKB	A7MD83	terf1	GO:0007004	telomere maintenance via telomerase	P
UniProtKB	A7MD83	terf1	GO:0000723	telomere maintenance	P
UniProtKB	A7U483	cyp17a2	GO:0042446	hormone biosynthetic process	P
UniProtKB	A7UA95	radil	GO:0001755	neural crest cell migration	P
UniProtKB	A7UA95	radil	GO:0001755	neural crest cell migration	P
UniProtKB	A7WK81	nos2a	GO:0009749	response to glucose	P
UniProtKB	A7YT16	noc2l	GO:0035067	negative regulation of histone acetylation	P
UniProtKB	A7YT37	trpc4apa	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A7YT37	trpc4apa	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A7YYB1	rad23ab	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7YYB1	rad23ab	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7YYB1	rad23ab	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A7YYD1	hmgn3	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	P
UniProtKB	A8DZE6	wtip	GO:0014032	neural crest cell development	P
UniProtKB	A8DZH4	xpr1	GO:0016036	cellular response to phosphate starvation	P
UniProtKB	A8DZI0	rc3h1b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E4Z5	apobb.1	GO:0006642	triglyceride mobilization	P
UniProtKB	A8E552	zgc:173948	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E553	si:ch211-198k9.6	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E561	ddb1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E561	ddb1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E565	psmc4	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E567	esf1	GO:0014032	neural crest cell development	P
UniProtKB	A8E567	esf1	GO:0014032	neural crest cell development	P
UniProtKB	A8E567	esf1	GO:0014032	neural crest cell development	P
UniProtKB	A8E586	tnnt2a	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A8E587	ctslb	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A8E588	im:6910535	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A8E596	pnpla4	GO:0019433	triglyceride catabolic process	P
UniProtKB	A8E5A5	tp53inp1	GO:0000045	autophagosome assembly	P
UniProtKB	A8E5A5	tp53inp1	GO:0010506	regulation of autophagy	P
UniProtKB	A8E5F6	zgc:174353	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E5F8	zgc:91850	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E5G8	psmb5	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	A8E5G8	psmb5	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E5G8	psmb5	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A8E5J0	LOC100007049	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8E5K2	hnf4a	GO:0050796	regulation of insulin secretion	P
UniProtKB	A8E5K9	timm23a	GO:0030150	protein import into mitochondrial matrix	P
UniProtKB	A8E7B8	amh	GO:2000835	negative regulation of androgen secretion	P
UniProtKB	A8E7C6	ret	GO:1901166	neural crest cell migration involved in autonomic nervous system development	P
UniProtKB	A8E7D2	bcdin3d	GO:2000632	negative regulation of pre-miRNA processing	P
UniProtKB	A8E7D2	bcdin3d	GO:2000632	negative regulation of pre-miRNA processing	P
UniProtKB	A8E7G9	si:ch211-117n7.7	GO:0052651	monoacylglycerol catabolic process	P
UniProtKB	A8E7H0	si:ch211-117n7.6	GO:0052651	monoacylglycerol catabolic process	P
UniProtKB	A8E7N8	psmb4	GO:0010498	proteasomal protein catabolic process	P
UniProtKB	A8E7N8	psmb4	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A8E7S0	mffb	GO:0090141	positive regulation of mitochondrial fission	P
UniProtKB	A8HAL1	usp16	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8JZV4	sema3e	GO:0001755	neural crest cell migration	P
UniProtKB	A8KAZ8	furinb	GO:0016486	peptide hormone processing	P
UniProtKB	A8KBA2	asmt	GO:0030187	melatonin biosynthetic process	P
UniProtKB	A8KBA4	cul5b	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KBA4	cul5b	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KBB4	atg12	GO:0000045	autophagosome assembly	P
UniProtKB	A8KBB4	atg12	GO:0000045	autophagosome assembly	P
UniProtKB	A8KBI5	os9	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A8KBI5	os9	GO:0030970	retrograde protein transport, ER to cytosol	P
UniProtKB	A8KBI5	os9	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A8KBI5	os9	GO:0030968	endoplasmic reticulum unfolded protein response	P
UniProtKB	A8KBJ9	fbxo6.3	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A8KBJ9	fbxo6.3	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KBK8	rragca	GO:0009267	cellular response to starvation	P
UniProtKB	A8KBK8	rragca	GO:0010506	regulation of autophagy	P
UniProtKB	A8KBN5	ercc8	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KBN8	eya1	GO:0045739	positive regulation of DNA repair	P
UniProtKB	A8KBT8	zgc:174153	GO:0051603	proteolysis involved in protein catabolic process	P
UniProtKB	A8KBV3	sdc4	GO:0036445	neuronal stem cell division	P
UniProtKB	A8KBY0	zgc:174354	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KBY1	zgc:174355	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KBY8	anxa6	GO:0001755	neural crest cell migration	P
UniProtKB	A8KC03	cyp11a1	GO:0006700	C21-steroid hormone biosynthetic process	P
UniProtKB	A8KC03	cyp11a1	GO:0006700	C21-steroid hormone biosynthetic process	P
UniProtKB	A8KC03	cyp11a1	GO:0006700	C21-steroid hormone biosynthetic process	P
UniProtKB	A8KC14	cul5a	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KC14	cul5a	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KC26	xrcc6	GO:0006303	double-strand break repair via nonhomologous end joining	P
UniProtKB	A8KC26	xrcc6	GO:0000723	telomere maintenance	P
UniProtKB	A8KC26	xrcc6	GO:0000723	telomere maintenance	P
UniProtKB	A8KC26	xrcc6	GO:0006303	double-strand break repair via nonhomologous end joining	P
UniProtKB	A8KC30	psmc1a	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KC34	rnf217	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8KC61	ercc8	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A8WG16	zgc:172122	GO:0150079	negative regulation of neuroinflammatory response	P
UniProtKB	A8WG70	dnajc18	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	A8WGB0	zgc:172295	GO:0006641	triglyceride metabolic process	P
UniProtKB	A8WGB6	lpin2	GO:0019432	triglyceride biosynthetic process	P
UniProtKB	A8WGB6	lpin2	GO:0032869	cellular response to insulin stimulus	P
UniProtKB	A8WGP1	psmd13	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8WGS5	si:dkeyp-72g9.4	GO:0010506	regulation of autophagy	P
UniProtKB	A8WH80	lepr	GO:0009749	response to glucose	P
UniProtKB	A8WH88	ghrb	GO:0060396	growth hormone receptor signaling pathway	P
UniProtKB	A8WH89	ghra	GO:0060396	growth hormone receptor signaling pathway	P
UniProtKB	A8WHN3	timm17b	GO:0030150	protein import into mitochondrial matrix	P
UniProtKB	A8WHR3	yju2	GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	P
UniProtKB	A8WHR3	yju2	GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	P
UniProtKB	A8WHR3	yju2	GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	P
UniProtKB	A8WHX4	si:rp71-45g20.4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8WIN6	mfn2	GO:0019896	axonal transport of mitochondrion	P
UniProtKB	A8WIS6	arih2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A8Y5S9	elapor1	GO:0000045	autophagosome assembly	P
UniProtKB	A8Y5T0	elapor1	GO:0000045	autophagosome assembly	P
UniProtKB	A8Y5U0	fbxo4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	A8Y5U0	fbxo4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	A8Y5U1	rimoc1	GO:0000423	mitophagy	P
UniProtKB	A8Y5U1	rimoc1	GO:0000423	mitophagy	P
UniProtKB	A9C3N3	prnpa	GO:0004784	superoxide dismutase activity	F
UniProtKB	A9C3N3	prnpa	GO:0019430	removal of superoxide radicals	P
UniProtKB	A9C3P7	edem3	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	P
UniProtKB	A9C3P8	edem3	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	P
UniProtKB	A9C3Q3	anapc7	GO:0031145	anaphase-promoting complex-dependent catabolic process	P
UniProtKB	A9C3R3	ercc8	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A9C3R4	ercc8	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A9C4A3	ppardb	GO:0045923	positive regulation of fatty acid metabolic process	P
UniProtKB	A9C4A3	ppardb	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	A9C4A3	ppardb	GO:0019216	regulation of lipid metabolic process	P
UniProtKB	A9C4A3	ppardb	GO:0010887	negative regulation of cholesterol storage	P
UniProtKB	A9C4A4	ppardb	GO:0045923	positive regulation of fatty acid metabolic process	P
UniProtKB	A9C4A4	ppardb	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	A9C4A4	ppardb	GO:0019216	regulation of lipid metabolic process	P
UniProtKB	A9C4A4	ppardb	GO:0010887	negative regulation of cholesterol storage	P
UniProtKB	A9C4A5	ppardb	GO:0045923	positive regulation of fatty acid metabolic process	P
UniProtKB	A9C4A5	ppardb	GO:0050728	negative regulation of inflammatory response	P
UniProtKB	A9C4A5	ppardb	GO:0019216	regulation of lipid metabolic process	P
UniProtKB	A9C4A5	ppardb	GO:0010887	negative regulation of cholesterol storage	P
UniProtKB	A9CAY0	acvr2aa	GO:0001755	neural crest cell migration	P
UniProtKB	A9CAY1	acvr2ba	GO:0001755	neural crest cell migration	P
UniProtKB	A9JR83	dgkh	GO:0046339	diacylglycerol metabolic process	P
UniProtKB	A9JR90	abhd16a	GO:0052651	monoacylglycerol catabolic process	P
UniProtKB	A9JR95	ubr2	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	A9JR95	ubr2	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	A9JR95	ubr2	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P
UniProtKB	A9JR96	wdr43	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A9JRA4	sik1	GO:0042149	cellular response to glucose starvation	P
UniProtKB	A9JRC6	zgc:172122	GO:0150079	negative regulation of neuroinflammatory response	P
UniProtKB	A9JRH5	cyp2r1	GO:0071305	cellular response to vitamin D	P
UniProtKB	A9JRH5	cyp2r1	GO:0071425	hematopoietic stem cell proliferation	P
UniProtKB	A9JRH5	cyp2r1	GO:0071425	hematopoietic stem cell proliferation	P
UniProtKB	A9JRP6	dio1	GO:0042446	hormone biosynthetic process	P
UniProtKB	A9JRT3	pknox1.1	GO:0035066	positive regulation of histone acetylation	P
UniProtKB	A9JRT3	pknox1.1	GO:0035066	positive regulation of histone acetylation	P
UniProtKB	A9JRT3	pknox1.1	GO:0014033	neural crest cell differentiation	P
UniProtKB	A9JRT4	ube2d3	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A9JRV2	cyp11c1	GO:0006700	C21-steroid hormone biosynthetic process	P
UniProtKB	A9JRX6	tmem59	GO:0010508	positive regulation of autophagy	P
UniProtKB	A9JRY2	gpr27	GO:0042593	glucose homeostasis	P
UniProtKB	A9JRY9	noxo1b	GO:0042554	superoxide anion generation	P
UniProtKB	A9JRZ0	smurf2	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A9JRZ0	smurf2	GO:0030579	ubiquitin-dependent SMAD protein catabolic process	P
UniProtKB	A9JRZ0	smurf2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A9JSU5	ovol1a	GO:0001755	neural crest cell migration	P
UniProtKB	A9JSU5	ovol1a	GO:0001755	neural crest cell migration	P
UniProtKB	A9JSV7	si:dkey-71l1.1	GO:0030150	protein import into mitochondrial matrix	P
UniProtKB	A9JSY2	wdr43	GO:0060218	hematopoietic stem cell differentiation	P
UniProtKB	A9JSY8	zgc:153993	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	P
UniProtKB	A9JT43	zgc:77614	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	A9JTC9	sema7a	GO:0001755	neural crest cell migration	P
UniProtKB	A9JTF5	yy1b	GO:0046890	regulation of lipid biosynthetic process	P
UniProtKB	A9JTG3	retreg3	GO:0061709	reticulophagy	P
UniProtKB	A9JTG5	rbck1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	A9Q8C8	nr4a2a	GO:0071376	cellular response to corticotropin-releasing hormone stimulus	P
UniProtKB	A9ULR9	kctd13	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
